"Author","Title","Category"
"Rae","Experimental Aerodynamics Methods: Application tot","Physical Sciences & Engineering"
"Zarras","Handbook on Smart Coatings and Films","Physical Sciences & Engineering"
"Aifantis","Practical Guide to Li-Ion Batteries","Physical Sciences & Engineering"
"Murase","Integrated Complex System Sciences - Life, Mindand","Physical Sciences & Engineering"
"Guo","Unconventional Reservoir Exploration","Physical Sciences & Engineering"
"Hunukumbure","The Technology and Business of Mobile Telecommunic","Physical Sciences & Engineering"
"Gurcan","Histopathological Image Analysis","Physical Sciences & Engineering"
"Walls","Managing Reliability Growth in Engineering Design-","Physical Sciences & Engineering"
"Mariethoz","Practical Algorithms for Remote Sensing Data Analy","Physical Sciences & Engineering"
"Chen","Fundamentals of Traffic Analysis: Methods for Traf","Physical Sciences & Engineering"
"Mei","Mechanical Wave Vibrations: Analysis and Control","Physical Sciences & Engineering"
"Hentea","Building an Effective Security Program for Distrib","Physical Sciences & Engineering"
"Venayagamoorthy","Plug-in Electric Vehicles: Smart Grid Integrationa","Physical Sciences & Engineering"
"Chatman-Nelson","The Changing Face(s) of Race and Gender in the Uni","Psychology"
"Hickman","Mindfulness and Health: Foundations, Practice and ","Psychology"
"Kassinove","SMART Anger Management","Psychology"
"Arntz","Schema Therapy for Borderline Personality Disorder","Psychology"
"Lamb","Tell Me What Happened: Questioning Children About ","Psychology"
"Elison","Minnesota Symposia on Child Psychology: Developmen","Psychology"
"Alladin","Cognitive Hypnotherapy: An Integrated Approach tot","Psychology"
"Lindsay","The Wiley Handbook on Offenders with Intellectuala","Psychology"
"Torino","Microaggression Theory: Influence and Implications","Psychology"
"IUPsyS","Diversity in Harmony - Insights from Psychology: P","Psychology"
"Stallard","Thinking Good, Feeling Better: A Cognitive Behavio","Psychology"
"Hewer","Political Psychology","Psychology"
"Cayoun","The Clinical Handbook of Mindfulness-integrated Co","Psychology"
"Green","Cognitive-Behavior Therapy, Mindfulness, and Hypno","Psychology"
"Stallard","Think Good, Feel Good: A Cognitive Behavioural The","Psychology"
"Steg","Environmental Psychology: An Introduction, Second ","Psychology"
"Tenenbaum","Handbook of Sport Psychology 4e","Psychology"
"Polaschek","The Wiley International Handbook of Correctional P","Psychology"
"Carducci","The Wiley Encyclopedia of Personality and Individu","Psychology"
"Carducci","The Wiley Encyclopedia of Personality and Individu","Psychology"
"Carducci","The Wiley Encyclopedia of Personality and Individu","Psychology"
"Carducci","The Wiley Encyclopedia of Personality and Individu","Psychology"
"Louwerse","The Wiley Encyclopedia of Cognitive Science","Psychology"
"Olivero","Consumer Psychology: An Introduction","Psychology"
"Carducci","The Wiley Encyclopedia of Personality and Individu","Psychology"
"Brown","Group Processes, Third Edition","Psychology"
"Ryle","Introducing Cognitive Analytic Therapy: Principles","Psychology"
"Donnellan","Great Myths of Personality","Psychology"
"Lindsay","Handbook of What Works for Offenders with Intellec","Psychology"
"Keith","Cross-Cultural Psychology: Contemporary Themes and","Psychology"
"Langton","The Wiley Handbook of Offender Desistance from Agg","Psychology"
"Fletcher","The Science of Intimate Relationships, 2nd Edition","Psychology"
"van Deurzen","The Wiley World Handbook of Existential Therapy","Psychology"
"Dressman","The Handbook of Informal Language Learning","Psychology"
"Todd","The Wiley-Blackwell Handbook on the History of Beh","Psychology"
"Gerlach","The Wiley Handbook of Generalized Anxiety Disorder","Psychology"
"Huff","Taking Moral Action","Psychology"
"Allan","Are You Fit To Practice? Key Issues for Health, Ps","Psychology"
"Sage","CBT First Aid for Long Term Conditions and Palliat","Psychology"
"Cohen","The Wiley Encyclopedia of Health Psychology","Psychology"
"Fabian","Violence Risk in Criminal Offender Populations: A ","Psychology"
"Eden","The Wiley Handbook on the Cognitive Neuroscience o","Psychology"
"Strasser","Time-Limited Existential Therapy: The Wheels of Ex","Psychology"
"Sharp","Developmental Psychopathology","Psychology"
"Pavie","Responsible Innovation: Philosophy as a Way of Lif","Psychology"
"Nadler","The Psychology of Helping Relations","Psychology"
"Lynn","Psychotherapy Gone Wrong & The Road to Evidence-Ba","Psychology"
"Hadler","The Wiley Handbook of Healthcare Treatment Engagem","Psychology"
"Purdon","Cognitive Mechanisms in Anxiety and Depression: Co","Psychology"
"Wormith","Handbook of What Works in Violence Risk Management","Psychology"
"Stallard","Clinician's Guide to Think Good, Feel Good: Using ","Psychology"
"Milgrom","Treating Postnatal Depression: A Cognitive-Behavio","Psychology"
"Proulx","Handbook of What Works with Sexual Offenders","Psychology"
"Franco-Zamudio","Psychology and Social Justice: Science, Education,","Psychology"
"Shinn","In the Midst of Plenty: Homelessness and What to D","Psychology"
"Worrell","CBT and Existential Psychology: From Common Ground","Psychology"
"Smith","The Wiley Blackwell Handbook of Bullying","Psychology"
"Lilienfeld","50 Great Myths of Popular Psychology, Second Editi","Psychology"
"Antonova","The Neurosicence of Mindfulness","Psychology"
"Arrigo","The Wiley Blackwell Encyclopedia of Forensic Psych","Psychology"
"Pankey","Contextual CBT in Clinical Practice: An Integrated","Psychology"
"Heldman","PMP Project Management Professional Exam Review Gu","Social & Behavioral Sciences"
"Hunt","PMI-ACP Project Management Institute Agile Certifi","Social & Behavioral Sciences"
"Chapple","CompTIA Cybersecurity Analyst (CySA+) Practice Tes","Social & Behavioral Sciences"
"Heldman","PMP: Project Management Professional Exam Study Gu","Social & Behavioral Sciences"
"Panek","MCSA Windows Server 2016 Complete Study Guide: Exa","Social & Behavioral Sciences"
"Montgomery","CompTIA Cloud+ Study Guide Exam CV0-002 2e","Social & Behavioral Sciences"
"Christy","CompTIA Security+ Practice Tests Exam SY0-501","Social & Behavioral Sciences"
"Zacker","CompTIA Network+ Practice Tests: Exam N10-007","Social & Behavioral Sciences"
"Chapple","(ISC)‎ CISSP Certified Information Systems Securit","Social & Behavioral Sciences"
"Buhagiar","CompTIA Network+ Review Guide: Exam: N10-007 4e","Social & Behavioral Sciences"
"Heldman","PMP Project Management Professional Exam Practice ","Social & Behavioral Sciences"
"Lammle","CompTIA Network+ Study Guide: Exam N10-007 4e","Social & Behavioral Sciences"
"Chapple","(ISC)‎ CISSP Certified Information Systems Securit","Social & Behavioral Sciences"
"Bambrick-Santoy","A Principal Manager's Guide to Leverage Leadership","Social & Behavioral Sciences"
"Socol","Timeless Learning: How Imagination, Observation, a","Social & Behavioral Sciences"
"Bambrick-Santoy","Leverage Leadership 2.0","Social & Behavioral Sciences"
"Freeland Fisher","Who You Know","Social & Behavioral Sciences"
"Hall","The Wiley Handbook of Teaching and Learning","Social & Behavioral Sciences"
"Galluzzo","PHR and SPHR Professional in Human Resources Certi","Social & Behavioral Sciences"
"Jeynes","The Wiley Handbook of Christianity and Education","Social & Behavioral Sciences"
"Coleman","CWNA: Certified Wireless Network Administrator Stu","Social & Behavioral Sciences"
"Kanigel","The Diversity Style Guide","Social & Behavioral Sciences"
"Abernathy","The Strategic Digital Media Entrepreneur","Social & Behavioral Sciences"
"Bodroghkozy","A Companion to the History of American Broadcastin","Social & Behavioral Sciences"
"Docter","CompTIA IT Fundamentals Study Guide: Exam FC0-U61,","Social & Behavioral Sciences"
"Snow","The Wiley Blackwell Companion to Social Movements2","Social & Behavioral Sciences"
"Lund","The Wiley International Handbook of Service-Learni","Social & Behavioral Sciences"
"Markholt","Leading for Professional Learning: What Successful","Social & Behavioral Sciences"
"Reed","PHR and SPHR Professional in Human Resources Certi","Social & Behavioral Sciences"
"Katzenberg","Biological Anthropology of the Human Skeleton","Social & Behavioral Sciences"
"Saltman","The Wiley Handbook of Global Educational Reform","Social & Behavioral Sciences"
"Zepeda","The Wiley Handbook of Educational Supervision","Social & Behavioral Sciences"
"Reed","PHR and SPHR Professional in Human Resources Certi","Social & Behavioral Sciences"
"Canestrari","The Wiley International Handbook of Educational Fo","Social & Behavioral Sciences"
"Canestrari","The Wiley International Handbook of Educational Fo","Social & Behavioral Sciences"
"Jaffe","Worth A Thousand Words: Using Graphic Novels to Te","Social & Behavioral Sciences"
"Grinker","A Companion to the Anthropology of Africa","Social & Behavioral Sciences"
"Brookfield","Teaching Race: How to Help Students Unmask and Cha","Social & Behavioral Sciences"
"Brown","The Wiley Handbook of Early Childhood Care and Edu","Social & Behavioral Sciences"
"Arbaci","Paradoxes of Segregation: Housing Systems, Welfare","Social & Behavioral Sciences"
"Chapple","CompTIA PenTest+ Study Guide: Exam PT0-001","Social & Behavioral Sciences"
"O'Rourke","A Companion to Anthropological Genetics","Social & Behavioral Sciences"
"Mallia","Leadership in Creative Industries: Principles and ","Social & Behavioral Sciences"
"Chapple","(ISC)2 SSCP Systems Security Certified Practitione","Social & Behavioral Sciences"
"Cons","Frontier Assemblages: The Emergent Politics of Res","Social & Behavioral Sciences"
"Lim","On Shifting Foundations: State Rescaling, Policy E","Social & Behavioral Sciences"
"Lewis","Organizational Change: Creating Change Through Str","Social & Behavioral Sciences"
"Sheldon","The Wiley Handbook of Family, School, and Communit","Social & Behavioral Sciences"
"Guile","The Wiley Handbook of Vocational Education and Tra","Social & Behavioral Sciences"
"Jan","The Metacolonial State: Pakistan, Critical Ontolog","Social & Behavioral Sciences"
"Lemos","A Companion to the Archaeology of Early Greece and","Social & Behavioral Sciences"
"Moallem","The Wiley Handbook of Problem-Based Learning","Social & Behavioral Sciences"
"Mertler","The Wiley Handbook of Action Research in Education","Social & Behavioral Sciences"
"Perin","The Wiley Handbook of Adult Literacy","Social & Behavioral Sciences"
"Seeger","Communication in Times of Trouble","Social & Behavioral Sciences"
"Barnes","Spatial Histories of Radical Geography: North Amer","Social & Behavioral Sciences"
"Kenon","Wiley Handbook of Global Workplace Learning","Social & Behavioral Sciences"
"Ingram","Geopolitics and the Event: Rethinking Britains Ir","Social & Behavioral Sciences"
"McNair","Making Excellence Inclusive: A Framework for Advan","Social & Behavioral Sciences"
"Micha","Alternative Takes to the City","Social & Behavioral Sciences"
"Messier","CEH v10 Certified Ethical Hacker Study Guide","Social & Behavioral Sciences"
"Agarwal","Powerful Teaching: Unleash the Science of Learning","Social & Behavioral Sciences"
"DiYanni","Critical Reading Across the Curriculum, Volume 2: ","Social & Behavioral Sciences"
"Sacks","Who Gets to Write Fiction?: Rethinking Creative Wr","Social & Behavioral Sciences"
"Lloyd","The Mere Distinction of Color: Slavery, Faction, a","Social & Behavioral Sciences"
"Oswin","Global City Futures: Governance and Intimacy in De","Social & Behavioral Sciences"
"Sun","World Health Systems","Social & Behavioral Sciences"
"Isbell","Communication and the Nonprofit Sector","Social & Behavioral Sciences"
"Gehlert","Handbook of Health Social Work, Third Edition","Social & Behavioral Sciences"
"Hag?ge","From Ego to Responsibility in Education","Social & Behavioral Sciences"
"Evans","Geomorphology and the Carbon Cycle","Social & Behavioral Sciences"
"Conde","Manifesting Democracy? Urban Protests and the Poli","Social & Behavioral Sciences"
"Bowie","The Anthropology of Religion: An Introduction, Thi","Social & Behavioral Sciences"
"Hall","Respatialising Finance: Power, Politics and Offsho","Social & Behavioral Sciences"
"P?caud","Collective Commitment","Social & Behavioral Sciences"
"Fourchard","The Making of Urban Africa: Contesting and Negotia","Social & Behavioral Sciences"
"Pile","Body, Space and Affect","Social & Behavioral Sciences"
"Davies","Geographies of Anti-Colonialism: Political Network","Social & Behavioral Sciences"
"Irby","The Wiley Handbook of Mentoring","Social & Behavioral Sciences"
"He","Triple Movement in China's Urban Transformation: G","Social & Behavioral Sciences"
